證券代碼,公司中文全稱,年,月,報酬率％_月
00701 國泰股利精選30,,2020,1,-2.3901
00702 國泰標普低波高息,,2020,1,-0.8722
00703 台新MSCI中國,,2020,1,-4.3764
00706L 期元大S&P日圓正2,,2020,1,-2.0489
00707R 期元大S&P日圓反1,,2020,1,0.4021
00708L 期元大S&P黃金正2,,2020,1,5.6539
00709 富邦歐洲,,2020,1,-0.6979
00710B 復華彭博非投等債,,2020,1,0.0494
00711B 復華彭博新興債,,2020,1,3.1293
00712 復華富時不動產,,2020,1,3.4653
00713 元大台灣高息低波,,2020,1,-2.42
00714 群益道瓊美國地產,,2020,1,4.387
00715L 期街口布蘭特正2,,2020,1,-21.9029
00717 富邦美國特別股,,2020,1,1.3793
00728 第一金工業30,,2020,1,-4.4252
00730 富邦臺灣優質高息,,2020,1,-2.062
00731 復華富時高息低波,,2020,1,-3.5543
00733 富邦臺灣中小,,2020,1,-2.0523
00735 國泰臺韓科技,,2020,1,-2.122
00736 國泰新興市場,,2020,1,-2.3255
00737 國泰AI+Robo,,2020,1,4.7957
00738U 期元大道瓊白銀,,2020,1,-2.0127
00739 元大MSCI A股,,2020,1,-8.0353
00752 中信中國50,,2020,1,-2.4713
00753L 中信中國50正2,,2020,1,-11.175
00757 統一FANG+,,2020,1,10.6291
00762 元大全球AI,,2020,1,7.196
00763U 期街口道瓊銅,,2020,1,-8.9559
00770 國泰北美科技,,2020,1,7.8912
00771 元大US高息特別股,,2020,1,1.6593
00775B 新光投等債15+,,2020,1,3.5977
00783 富邦中証500,,2020,1,-3.94
00830 國泰費城半導體,,2020,1,1.7124
00850 元大臺灣ESG永續,,2020,1,-4.3349
00851 台新全球AI,,2020,1,5.9519
00852L 國泰美國道瓊正2,,2020,1,2.9328
00861 元大全球未來通訊,,2020,1,1.4214
00865B 國泰US短期公債,,2020,1,0.5587
0050 元大台灣50,,2020,2,-1.4454
0051 元大中型100,,2020,2,-2.333
0052 富邦科技,,2020,2,-2.5824
0053 元大電子,,2020,2,-2.3761
0055 元大MSCI金融,,2020,2,0.0535
0056 元大高股息,,2020,2,-0.0714
0057 富邦摩台,,2020,2,-2.3631
0061 元大寶滬深,,2020,2,9.7574
006203 元大MSCI台灣,,2020,2,-2.1513
006204 永豐臺灣加權,,2020,2,-1.5734
006205 富邦上証,,2020,2,6.8196
006206 元大上證50,,2020,2,6.079
006207 復華滬深,,2020,2,8.9389
006208 富邦台50,,2020,2,-1.4562
00625K 富邦上証+R,,2020,2,0.2787
00631L 元大台灣50正2,,2020,2,-3.2944
00632R 元大台灣50反1,,2020,2,1.1537
00633L 富邦上証正2,,2020,2,9.4137
00634R 富邦上証反1,,2020,2,-13.8235
00635U 期元大S&P黃金,,2020,2,4.6709
00636 國泰中國A50,,2020,2,5.4002
00636K 國泰中國A50+U,,2020,2,4.3808
00637L 元大滬深300 正2,,2020,2,10.0779
00638R 元大滬深300 反1,,2020,2,-10.0001
00639 富邦深100,,2020,2,14.6777
00640L 富邦日本正2,,2020,2,-13.3454
00641R 富邦日本反1,,2020,2,7.7762
00642U 期元大S&P石油,,2020,2,-9.6423
00643 群益深証中小,,2020,2,17.5589
00645 富邦日本,,2020,2,-6.5664
00646 元大S&P500,,2020,2,-5.0929
00647L 元大S&P500正2,,2020,2,-12.3088
00648R 元大S&P500反1,,2020,2,6.8646
00650L 復華香港正2,,2020,2,-1.0655
00651R 復華香港反1,,2020,2,0.4762
00652 富邦印度,,2020,2,-3.6756
00653L 富邦印度正2,,2020,2,-7.3807
00654R 富邦印度反1,,2020,2,3.9274
00655L 國泰中國A50正2,,2020,2,10.3403
00656R 國泰中國A50反1,,2020,2,-6.3477
00657 國泰日經225,,2020,2,-5.254
00657K 國泰日經225+U,,2020,2,-5.729
00660 元大歐洲50,,2020,2,-6.0907
00661 元大日經225,,2020,2,-5.928
00662 富邦NASDAQ,,2020,2,-4.2017
00663L 國泰臺灣加權正2,,2020,2,-3.8259
00664R 國泰臺灣加權反1,,2020,2,1.3514
00665L 富邦恒生國企正2,,2020,2,1.2449
00666R 富邦恒生國企反1,,2020,2,-1.3352
00668 國泰美國道瓊,,2020,2,-7.3898
00668K 國泰美國道瓊+U,,2020,2,-6.4361
00669R 國泰美國道瓊反1,,2020,2,7.9787
00670L 富邦NASDAQ正2,,2020,2,-10.8748
00671R 富邦NASDAQ反1,,2020,2,5.1207
00673R 期元大S&P原油反1,,2020,2,10.6211
00674R 期元大S&P黃金反1,,2020,2,-4.9374
00675L 富邦臺灣加權正2,,2020,2,-3.386
00676R 富邦臺灣加權反1,,2020,2,1.0888
00678 群益那斯達克生技,,2020,2,1.0056
00680L 元大美債20正2,,2020,2,10.2309
00681R 元大美債20反1,,2020,2,-4.8879
00682U 期元大美元指數,,2020,2,1.29
00683L 期元大美元指正2,,2020,2,2.3506
00684R 期元大美元指反1,,2020,2,-1.3028
00685L 群益臺灣加權正2,,2020,2,-2.8897
00686R 群益臺灣加權反1,,2020,2,1.5758
00688L 國泰20年美債正2,,2020,2,10.1708
00689R 國泰20年美債反1,,2020,2,-4.9806
00690 兆豐臺灣藍籌30,,2020,2,-2.797
00692 富邦公司治理,,2020,2,-1.4255
00693U 期街口S&P黃豆,,2020,2,-1.1019
00700 富邦恒生國企,,2020,2,0.8682
00701 國泰股利精選30,,2020,2,-0.3716
00702 國泰標普低波高息,,2020,2,-5.7711
00703 台新MSCI中國,,2020,2,2.1162
00706L 期元大S&P日圓正2,,2020,2,-1.9176
00707R 期元大S&P日圓反1,,2020,2,1.3522
00708L 期元大S&P黃金正2,,2020,2,9.741
00709 富邦歐洲,,2020,2,-6.7011
00710B 復華彭博非投等債,,2020,2,0.4944
00711B 復華彭博新興債,,2020,2,2.8143
00712 復華富時不動產,,2020,2,-0.7974
00713 元大台灣高息低波,,2020,2,-0.7634
00714 群益道瓊美國地產,,2020,2,-2.0219
00715L 期街口布蘭特正2,,2020,2,-16.6408
00717 富邦美國特別股,,2020,2,-1.2213
00728 第一金工業30,,2020,2,-4.0175
00730 富邦臺灣優質高息,,2020,2,-1.7727
00731 復華富時高息低波,,2020,2,-1.5977
00733 富邦臺灣中小,,2020,2,-2.8265
00735 國泰臺韓科技,,2020,2,-2.3534
00736 國泰新興市場,,2020,2,-2.4514
00737 國泰AI+Robo,,2020,2,-6.0594
00738U 期元大道瓊白銀,,2020,2,0.9518
00739 元大MSCI A股,,2020,2,10.8586
00752 中信中國50,,2020,2,1.6045
00753L 中信中國50正2,,2020,2,3.7621
00757 統一FANG+,,2020,2,1.8823
00762 元大全球AI,,2020,2,-7.625
00763U 期街口道瓊銅,,2020,2,0.6184
00770 國泰北美科技,,2020,2,-6.6311
00771 元大US高息特別股,,2020,2,-1.3165
00775B 新光投等債15+,,2020,2,2.24
00783 富邦中証500,,2020,2,14.6738
00830 國泰費城半導體,,2020,2,-6.8462
00850 元大臺灣ESG永續,,2020,2,-1.6438
00851 台新全球AI,,2020,2,-2.051
00852L 國泰美國道瓊正2,,2020,2,-13.6872
00861 元大全球未來通訊,,2020,2,-2.1266
00865B 國泰US短期公債,,2020,2,0.5053
0050 元大台灣50,,2020,3,-14.1003
0051 元大中型100,,2020,3,-15.139
0052 富邦科技,,2020,3,-13.9913
0053 元大電子,,2020,3,-13.2353
0055 元大MSCI金融,,2020,3,-17.2913
0056 元大高股息,,2020,3,-12.2221
0057 富邦摩台,,2020,3,-13.3102
0061 元大寶滬深,,2020,3,-10.9374
006203 元大MSCI台灣,,2020,3,-14.1579
006204 永豐臺灣加權,,2020,3,-14.7424
006205 富邦上証,,2020,3,-8.9903
006206 元大上證50,,2020,3,-8.3126
006207 復華滬深,,2020,3,-11.0238
006208 富邦台50,,2020,3,-14.2069
00625K 富邦上証+R,,2020,3,-7.3716
00631L 元大台灣50正2,,2020,3,-28.1844
00632R 元大台灣50反1,,2020,3,13.4031
00633L 富邦上証正2,,2020,3,-16.0272
00634R 富邦上証反1,,2020,3,5.8019
00635U 期元大S&P黃金,,2020,3,-1.2752
00636 國泰中國A50,,2020,3,-8.539
00636K 國泰中國A50+U,,2020,3,-7.9595
00637L 元大滬深300 正2,,2020,3,-16.0071
00638R 元大滬深300 反1,,2020,3,5.3032
00639 富邦深100,,2020,3,-13.5425
00640L 富邦日本正2,,2020,3,-18.7998
00641R 富邦日本反1,,2020,3,6.2036
00642U 期元大S&P石油,,2020,3,-28.7633
00643 群益深証中小,,2020,3,-16.0751
00645 富邦日本,,2020,3,-9.5169
00646 元大S&P500,,2020,3,-16.063
00647L 元大S&P500正2,,2020,3,-32.4739
00648R 元大S&P500反1,,2020,3,11.4585
00650L 復華香港正2,,2020,3,-24.1455
00651R 復華香港反1,,2020,3,11.019
00652 富邦印度,,2020,3,-29.6491
00653L 富邦印度正2,,2020,3,-49.3698
00654R 富邦印度反1,,2020,3,30.8139
00655L 國泰中國A50正2,,2020,3,-15.8806
00656R 國泰中國A50反1,,2020,3,5.3853
00657 國泰日經225,,2020,3,-13.0974
00657K 國泰日經225+U,,2020,3,-13.2599
00660 元大歐洲50,,2020,3,-19.1325
00661 元大日經225,,2020,3,-14.6922
00662 富邦NASDAQ,,2020,3,-10.468
00663L 國泰臺灣加權正2,,2020,3,-28.2991
00664R 國泰臺灣加權反1,,2020,3,13.0833
00665L 富邦恒生國企正2,,2020,3,-19.713
00666R 富邦恒生國企反1,,2020,3,8.3457
00668 國泰美國道瓊,,2020,3,-16.7123
00668K 國泰美國道瓊+U,,2020,3,-17.2485
00669R 國泰美國道瓊反1,,2020,3,13.3004
00670L 富邦NASDAQ正2,,2020,3,-24.589
00671R 富邦NASDAQ反1,,2020,3,4.4118
00673R 期元大S&P原油反1,,2020,3,83.3937
00674R 期元大S&P黃金反1,,2020,3,-1.3149
00675L 富邦臺灣加權正2,,2020,3,-27.8204
00676R 富邦臺灣加權反1,,2020,3,12.7691
00678 群益那斯達克生技,,2020,3,-8.182
00680L 元大美債20正2,,2020,3,17.6552
00681R 元大美債20反1,,2020,3,-12.6392
00682U 期元大美元指數,,2020,3,0.815
00683L 期元大美元指正2,,2020,3,1.348
00684R 期元大美元指反1,,2020,3,-1.7603
00685L 群益臺灣加權正2,,2020,3,-28.8904
00686R 群益臺灣加權反1,,2020,3,12.9759
00688L 國泰20年美債正2,,2020,3,18.1539
00689R 國泰20年美債反1,,2020,3,-12.5258
00690 兆豐臺灣藍籌30,,2020,3,-13.8114
00692 富邦公司治理,,2020,3,-13.8474
00693U 期街口S&P黃豆,,2020,3,-0.1393
00700 富邦恒生國企,,2020,3,-9.3671
00701 國泰股利精選30,,2020,3,-14.2657
00702 國泰標普低波高息,,2020,3,-22.5905
00703 台新MSCI中國,,2020,3,-7.9999
00706L 期元大S&P日圓正2,,2020,3,0.77
00707R 期元大S&P日圓反1,,2020,3,-4.4962
00708L 期元大S&P黃金正2,,2020,3,-3.8858
00709 富邦歐洲,,2020,3,-17.5288
00710B 復華彭博非投等債,,2020,3,-14.8588
00711B 復華彭博新興債,,2020,3,-16.2303
00712 復華富時不動產,,2020,3,-50.423
00713 元大台灣高息低波,,2020,3,-12.2078
00714 群益道瓊美國地產,,2020,3,-23.7327
00715L 期街口布蘭特正2,,2020,3,-75.6219
00717 富邦美國特別股,,2020,3,-19.7834
00728 第一金工業30,,2020,3,-15.8137
00730 富邦臺灣優質高息,,2020,3,-16.2437
00731 復華富時高息低波,,2020,3,-12.8598
00733 富邦臺灣中小,,2020,3,-17.0011
00735 國泰臺韓科技,,2020,3,-13.2316
00736 國泰新興市場,,2020,3,-20.3587
00737 國泰AI+Robo,,2020,3,-18.6288
00738U 期元大道瓊白銀,,2020,3,-21.1911
00739 元大MSCI A股,,2020,3,-10.5695
00752 中信中國50,,2020,3,-8.8529
00753L 中信中國50正2,,2020,3,-20.8577
00757 統一FANG+,,2020,3,-15.3194
00762 元大全球AI,,2020,3,-12.4801
00763U 期街口道瓊銅,,2020,3,-15.6984
00770 國泰北美科技,,2020,3,-11.1836
00771 元大US高息特別股,,2020,3,-17.0756
00775B 新光投等債15+,,2020,3,-9.3334
00783 富邦中証500,,2020,3,-13.7531
00830 國泰費城半導體,,2020,3,-11.4456
00850 元大臺灣ESG永續,,2020,3,-13.4146
00851 台新全球AI,,2020,3,-15.7942
00852L 國泰美國道瓊正2,,2020,3,-39.1585
00861 元大全球未來通訊,,2020,3,-9.3827
00865B 國泰US短期公債,,2020,3,0.1255
00875 國泰網路資安,,2020,3,0.1
0050 元大台灣50,,2020,4,12.2784
0051 元大中型100,,2020,4,17.9101
0052 富邦科技,,2020,4,14.2972
0053 元大電子,,2020,4,13.9682
0055 元大MSCI金融,,2020,4,11.7798
0056 元大高股息,,2020,4,12.1275
0057 富邦摩台,,2020,4,11.8643
0061 元大寶滬深,,2020,4,4.6582
006203 元大MSCI台灣,,2020,4,12.5247
006204 永豐臺灣加權,,2020,4,14.0625
006205 富邦上証,,2020,4,4.0803
006206 元大上證50,,2020,4,4.7393
006207 復華滬深,,2020,4,5.4494
006208 富邦台50,,2020,4,12.3793
00625K 富邦上証+R,,2020,4,4.2044
00631L 元大台灣50正2,,2020,4,31.6734
00632R 元大台灣50反1,,2020,4,-14.0821
00633L 富邦上証正2,,2020,4,12.598
00634R 富邦上証反1,,2020,4,-7.5806
00635U 期元大S&P黃金,,2020,4,5.0366
00636 國泰中國A50,,2020,4,5.1349
00636K 國泰中國A50+U,,2020,4,6.9183
00637L 元大滬深300 正2,,2020,4,12.8692
00638R 元大滬深300 反1,,2020,4,-7.6739
00639 富邦深100,,2020,4,6.4947
00640L 富邦日本正2,,2020,4,7.3904
00641R 富邦日本反1,,2020,4,-4.6985
00642U 期元大S&P石油,,2020,4,-13.7896
00643 群益深証中小,,2020,4,7.7413
00645 富邦日本,,2020,4,3.0204
00646 元大S&P500,,2020,4,11.789
00647L 元大S&P500正2,,2020,4,26.1086
00648R 元大S&P500反1,,2020,4,-13.162
00650L 復華香港正2,,2020,4,12.2431
00651R 復華香港反1,,2020,4,-7.0437
00652 富邦印度,,2020,4,13.8404
00653L 富邦印度正2,,2020,4,29.5022
00654R 富邦印度反1,,2020,4,-15.7777
00655L 國泰中國A50正2,,2020,4,13.458
00656R 國泰中國A50反1,,2020,4,-7.5771
00657 國泰日經225,,2020,4,5.9194
00657K 國泰日經225+U,,2020,4,7.7706
00660 元大歐洲50,,2020,4,7.0177
00661 元大日經225,,2020,4,7.9358
00662 富邦NASDAQ,,2020,4,13.7494
00663L 國泰臺灣加權正2,,2020,4,32.5581
00664R 國泰臺灣加權反1,,2020,4,-14.0751
00665L 富邦恒生國企正2,,2020,4,13.4255
00666R 富邦恒生國企反1,,2020,4,-8.397
00668 國泰美國道瓊,,2020,4,9.9914
00668K 國泰美國道瓊+U,,2020,4,10.918
00669R 國泰美國道瓊反1,,2020,4,-12.2465
00670L 富邦NASDAQ正2,,2020,4,32.5761
00671R 富邦NASDAQ反1,,2020,4,-15.2289
00673R 期元大S&P原油反1,,2020,4,44.5505
00674R 期元大S&P黃金反1,,2020,4,-5.5296
00675L 富邦臺灣加權正2,,2020,4,32.1699
00676R 富邦臺灣加權反1,,2020,4,-13.9154
00678 群益那斯達克生技,,2020,4,15.3701
00680L 元大美債20正2,,2020,4,0.7417
00681R 元大美債20反1,,2020,4,-0.9538
00682U 期元大美元指數,,2020,4,0.1516
00683L 期元大美元指正2,,2020,4,-0.0494
00684R 期元大美元指反1,,2020,4,0.6159
00685L 群益臺灣加權正2,,2020,4,31.8219
00686R 群益臺灣加權反1,,2020,4,-14.1073
00688L 國泰20年美債正2,,2020,4,0.4084
00689R 國泰20年美債反1,,2020,4,-0.7783
00690 兆豐臺灣藍籌30,,2020,4,13.5077
00692 富邦公司治理,,2020,4,12.2076
00693U 期街口S&P黃豆,,2020,4,-1.6737
00700 富邦恒生國企,,2020,4,4.4691
00701 國泰股利精選30,,2020,4,10.3318
00702 國泰標普低波高息,,2020,4,8.625
00703 台新MSCI中國,,2020,4,6.7053
00706L 期元大S&P日圓正2,,2020,4,3.645
00707R 期元大S&P日圓反1,,2020,4,0.2586
00708L 期元大S&P黃金正2,,2020,4,10.1069
00709 富邦歐洲,,2020,4,7.9171
00710B 復華彭博非投等債,,2020,4,7.4576
00711B 復華彭博新興債,,2020,4,4.3996
00712 復華富時不動產,,2020,4,13.6466
00713 元大台灣高息低波,,2020,4,11.4964
00714 群益道瓊美國地產,,2020,4,7.123
00715L 期街口布蘭特正2,,2020,4,46.1732
00717 富邦美國特別股,,2020,4,6.8324
00728 第一金工業30,,2020,4,15.2856
00730 富邦臺灣優質高息,,2020,4,13.1315
00731 復華富時高息低波,,2020,4,10.882
00733 富邦臺灣中小,,2020,4,18.973
00735 國泰臺韓科技,,2020,4,10.0339
00736 國泰新興市場,,2020,4,10.9466
00737 國泰AI+Robo,,2020,4,16.2416
00738U 期元大道瓊白銀,,2020,4,7.2417
00739 元大MSCI A股,,2020,4,5.4509
00752 中信中國50,,2020,4,6.1559
00753L 中信中國50正2,,2020,4,17.7832
00757 統一FANG+,,2020,4,21.2727
00762 元大全球AI,,2020,4,16.2003
00763U 期街口道瓊銅,,2020,4,8.2174
00770 國泰北美科技,,2020,4,14.8899
00771 元大US高息特別股,,2020,4,10.3546
00775B 新光投等債15+,,2020,4,5.2755
00783 富邦中証500,,2020,4,5.3739
00830 國泰費城半導體,,2020,4,16.2585
00850 元大臺灣ESG永續,,2020,4,11.476
00851 台新全球AI,,2020,4,16.2701
00852L 國泰美國道瓊正2,,2020,4,22.6596
00861 元大全球未來通訊,,2020,4,8.992
00865B 國泰US短期公債,,2020,4,-1.3553
00875 國泰網路資安,,2020,4,10.6393
0050 元大台灣50,,2020,5,-1.228
0051 元大中型100,,2020,5,3.044
0052 富邦科技,,2020,5,-2.1621
0053 元大電子,,2020,5,-1.1027
0055 元大MSCI金融,,2020,5,-0.1158
0056 元大高股息,,2020,5,1.4565
0057 富邦摩台,,2020,5,-0.5346
0061 元大寶滬深,,2020,5,-1.6185
006203 元大MSCI台灣,,2020,5,-1.5507
006204 永豐臺灣加權,,2020,5,-0.274
006205 富邦上証,,2020,5,-2.3041
006206 元大上證50,,2020,5,-2.459
006207 復華滬深,,2020,5,-1.6344
006208 富邦台50,,2020,5,-1.4306
00625K 富邦上証+R,,2020,5,-1.7291
00631L 元大台灣50正2,,2020,5,-0.0446
00632R 元大台灣50反1,,2020,5,-0.4878
00633L 富邦上証正2,,2020,5,-1.1046
00634R 富邦上証反1,,2020,5,1.2216
00635U 期元大S&P黃金,,2020,5,-0.246
00636 國泰中國A50,,2020,5,-1.924
00636K 國泰中國A50+U,,2020,5,-2.4999
00637L 元大滬深300 正2,,2020,5,-0.8722
00638R 元大滬深300 反1,,2020,5,0.7793
00639 富邦深100,,2020,5,-1.3453
00640L 富邦日本正2,,2020,5,12.9721
00641R 富邦日本反1,,2020,5,-6.3956
00642U 期元大S&P石油,,2020,5,5.5238
00643 群益深証中小,,2020,5,-2.4443
00645 富邦日本,,2020,5,6.2304
00646 元大S&P500,,2020,5,2.7851
00647L 元大S&P500正2,,2020,5,4.5257
00648R 元大S&P500反1,,2020,5,-2.6906
00650L 復華香港正2,,2020,5,-14.3544
00651R 復華香港反1,,2020,5,7.807
00652 富邦印度,,2020,5,-4.1621
00653L 富邦印度正2,,2020,5,-9.8926
00654R 富邦印度反1,,2020,5,3.3642
00655L 國泰中國A50正2,,2020,5,-1.252
00656R 國泰中國A50反1,,2020,5,0.5719
00657 國泰日經225,,2020,5,7.5704
00657K 國泰日經225+U,,2020,5,6.6194
00660 元大歐洲50,,2020,5,2.4825
00661 元大日經225,,2020,5,8.33
00662 富邦NASDAQ,,2020,5,4.5649
00663L 國泰臺灣加權正2,,2020,5,0.5262
00664R 國泰臺灣加權反1,,2020,5,-0.686
00665L 富邦恒生國企正2,,2020,5,-11.9262
00666R 富邦恒生國企反1,,2020,5,7.1968
00668 國泰美國道瓊,,2020,5,3.0655
00668K 國泰美國道瓊+U,,2020,5,2.6845
00669R 國泰美國道瓊反1,,2020,5,-2.8075
00670L 富邦NASDAQ正2,,2020,5,7.017
00671R 富邦NASDAQ反1,,2020,5,-3.9459
00673R 期元大S&P原油反1,,2020,5,-15.4896
00674R 期元大S&P黃金反1,,2020,5,-0.2115
00675L 富邦臺灣加權正2,,2020,5,0.4019
00676R 富邦臺灣加權反1,,2020,5,-0.6339
00678 群益那斯達克生技,,2020,5,4.6996
00680L 元大美債20正2,,2020,5,-6.3585
00681R 元大美債20反1,,2020,5,2.6488
00682U 期元大美元指數,,2020,5,-1.3623
00683L 期元大美元指正2,,2020,5,-2.4642
00684R 期元大美元指反1,,2020,5,0.2781
00685L 群益臺灣加權正2,,2020,5,-1.6535
00686R 群益臺灣加權反1,,2020,5,-0.7268
00688L 國泰20年美債正2,,2020,5,-6.0684
00689R 國泰20年美債反1,,2020,5,2.9803
00690 兆豐臺灣藍籌30,,2020,5,-1.2669
00692 富邦公司治理,,2020,5,-0.3624
00693U 期街口S&P黃豆,,2020,5,-3.2625
00700 富邦恒生國企,,2020,5,-4.0108
00701 國泰股利精選30,,2020,5,-0.3941
00702 國泰標普低波高息,,2020,5,-1.7909
00703 台新MSCI中國,,2020,5,-1.6202
00706L 期元大S&P日圓正2,,2020,5,-1.702
00707R 期元大S&P日圓反1,,2020,5,0.7738
00708L 期元大S&P黃金正2,,2020,5,-0.5759
00709 富邦歐洲,,2020,5,3.2732
00710B 復華彭博非投等債,,2020,5,2.5136
00711B 復華彭博新興債,,2020,5,8.2302
00712 復華富時不動產,,2020,5,0.0984
00713 元大台灣高息低波,,2020,5,0.8835
00714 群益道瓊美國地產,,2020,5,1.1055
00715L 期街口布蘭特正2,,2020,5,-11.6929
00717 富邦美國特別股,,2020,5,1.5817
00728 第一金工業30,,2020,5,0.6392
00730 富邦臺灣優質高息,,2020,5,-0.7736
00731 復華富時高息低波,,2020,5,-0.4031
00733 富邦臺灣中小,,2020,5,6.7038
00735 國泰臺韓科技,,2020,5,1.4426
00736 國泰新興市場,,2020,5,0.8125
00737 國泰AI+Robo,,2020,5,8.9652
00738U 期元大道瓊白銀,,2020,5,15.3844
00739 元大MSCI A股,,2020,5,-1.7876
00752 中信中國50,,2020,5,-2.0619
00753L 中信中國50正2,,2020,5,-7.1519
00757 統一FANG+,,2020,5,3.7103
00762 元大全球AI,,2020,5,7.3786
00763U 期街口道瓊銅,,2020,5,0.9185
00770 國泰北美科技,,2020,5,5.1201
00771 元大US高息特別股,,2020,5,1.4077
00775B 新光投等債15+,,2020,5,1.2055
00783 富邦中証500,,2020,5,-1.0532
00830 國泰費城半導體,,2020,5,1.0533
00850 元大臺灣ESG永續,,2020,5,-0.6551
00851 台新全球AI,,2020,5,4.9743
00852L 國泰美國道瓊正2,,2020,5,4.5101
00861 元大全球未來通訊,,2020,5,2.25
00865B 國泰US短期公債,,2020,5,0.7635
00875 國泰網路資安,,2020,5,7.7202
0050 元大台灣50,,2020,6,6.4537
0051 元大中型100,,2020,6,7.0375
0052 富邦科技,,2020,6,9.5501
0053 元大電子,,2020,6,8.2707
0055 元大MSCI金融,,2020,6,3.1882
0056 元大高股息,,2020,6,2.5125
0057 富邦摩台,,2020,6,6.2723
0061 元大寶滬深,,2020,6,7.7555
006203 元大MSCI台灣,,2020,6,7.5455
006204 永豐臺灣加權,,2020,6,6.044
006205 富邦上証,,2020,6,5.4559
006206 元大上證50,,2020,6,3.8318
006207 復華滬深,,2020,6,7.3193
006208 富邦台50,,2020,6,6.4691
00625K 富邦上証+R,,2020,6,5.425
00631L 元大台灣50正2,,2020,6,13.723
00632R 元大台灣50反1,,2020,6,-6.6665
00633L 富邦上証正2,,2020,6,10.2211
00634R 富邦上証反1,,2020,6,-6.2069
00635U 期元大S&P黃金,,2020,6,2.5474
00636 國泰中國A50,,2020,6,5.3322
00636K 國泰中國A50+U,,2020,6,6.6364
00637L 元大滬深300 正2,,2020,6,10.4966
00638R 元大滬深300 反1,,2020,6,-6.4434
00639 富邦深100,,2020,6,13.0909
00640L 富邦日本正2,,2020,6,-0.3773
00641R 富邦日本反1,,2020,6,-0.7117
00642U 期元大S&P石油,,2020,6,-5.6707
00643 群益深証中小,,2020,6,14.0472
00645 富邦日本,,2020,6,0.0492
00646 元大S&P500,,2020,6,-0.3974
00647L 元大S&P500正2,,2020,6,0.79
00648R 元大S&P500反1,,2020,6,-2.1199
00650L 復華香港正2,,2020,6,14.5695
00651R 復華香港反1,,2020,6,-7.8806
00652 富邦印度,,2020,6,7.0285
00653L 富邦印度正2,,2020,6,18.1303
00654R 富邦印度反1,,2020,6,-8.9981
00655L 國泰中國A50正2,,2020,6,11.1778
00656R 國泰中國A50反1,,2020,6,-6.3507
00657 國泰日經225,,2020,6,1.8423
00657K 國泰日經225+U,,2020,6,4.1023
00660 元大歐洲50,,2020,6,5.8503
00661 元大日經225,,2020,6,1.8048
00662 富邦NASDAQ,,2020,6,4.2285
00663L 國泰臺灣加權正2,,2020,6,13.8866
00664R 國泰臺灣加權反1,,2020,6,-6.8223
00665L 富邦恒生國企正2,,2020,6,6.8984
00666R 富邦恒生國企反1,,2020,6,-4.8764
00668 國泰美國道瓊,,2020,6,-0.4353
00668K 國泰美國道瓊+U,,2020,6,1.3073
00669R 國泰美國道瓊反1,,2020,6,-2.5487
00670L 富邦NASDAQ正2,,2020,6,11.6641
00671R 富邦NASDAQ反1,,2020,6,-6.3784
00673R 期元大S&P原油反1,,2020,6,-14.7709
00674R 期元大S&P黃金反1,,2020,6,-2.9683
00675L 富邦臺灣加權正2,,2020,6,13.6651
00676R 富邦臺灣加權反1,,2020,6,-6.8582
00678 群益那斯達克生技,,2020,6,1.5611
00680L 元大美債20正2,,2020,6,1.0059
00681R 元大美債20反1,,2020,6,-1.4075
00682U 期元大美元指數,,2020,6,-0.4092
00683L 期元大美元指正2,,2020,6,-2.3247
00684R 期元大美元指反1,,2020,6,1.1655
00685L 群益臺灣加權正2,,2020,6,14.3914
00686R 群益臺灣加權反1,,2020,6,-6.5887
00688L 國泰20年美債正2,,2020,6,0.711
00689R 國泰20年美債反1,,2020,6,-1.6757
00690 兆豐臺灣藍籌30,,2020,6,7.8369
00692 富邦公司治理,,2020,6,5.6868
00693U 期街口S&P黃豆,,2020,6,2.7859
00700 富邦恒生國企,,2020,6,2.7857
00701 國泰股利精選30,,2020,6,3.2656
00702 國泰標普低波高息,,2020,6,-2.1886
00703 台新MSCI中國,,2020,6,8.3832
00706L 期元大S&P日圓正2,,2020,6,-1.327
00707R 期元大S&P日圓反1,,2020,6,0.1536
00708L 期元大S&P黃金正2,,2020,6,4.743
00709 富邦歐洲,,2020,6,3.7159
00710B 復華彭博非投等債,,2020,6,0.1991
00711B 復華彭博新興債,,2020,6,0.8762
00712 復華富時不動產,,2020,6,6.6839
00713 元大台灣高息低波,,2020,6,1.8494
00714 群益道瓊美國地產,,2020,6,-0.7656
00715L 期街口布蘭特正2,,2020,6,18.7746
00717 富邦美國特別股,,2020,6,-2.2755
00728 第一金工業30,,2020,6,7.8833
00730 富邦臺灣優質高息,,2020,6,2.8793
00731 復華富時高息低波,,2020,6,3.1497
00733 富邦臺灣中小,,2020,6,8.9004
00735 國泰臺韓科技,,2020,6,8.6845
00736 國泰新興市場,,2020,6,5.9298
00737 國泰AI+Robo,,2020,6,1.0941
00738U 期元大道瓊白銀,,2020,6,-0.5597
00739 元大MSCI A股,,2020,6,8.7063
00752 中信中國50,,2020,6,10.0876
00753L 中信中國50正2,,2020,6,20.0902
00757 統一FANG+,,2020,6,7.0113
00762 元大全球AI,,2020,6,0.5422
00763U 期街口道瓊銅,,2020,6,10.9224
00770 國泰北美科技,,2020,6,3.3107
00771 元大US高息特別股,,2020,6,-1.6043
00775B 新光投等債15+,,2020,6,0.5519
